STOP_FRISK_ID,STOP_FRISK_TIME,MONTH2,DAY2,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME
1,14:26:00,January,Monday,TERRORISM,90,N,N,(null),39,MALE,(null),MANHATTAN
2,14:26:00,January,Monday,TERRORISM,90,N,N,(null),37,MALE,(null),MANHATTAN
3,11:10:00,February,Wednesday,OTHER,40,N,N,(null),(null),FEMALE,WHITE,MANHATTAN
4,11:35:00,February,Monday,GRAND LARCENY AUTO,40,N,Y,(null),31,MALE,BLACK HISPANIC,MANHATTAN
5,13:20:00,February,Tuesday,BURGLARY,60,N,N,(null),(null),FEMALE,BLACK,MANHATTAN
6,21:25:00,February,Friday,CPW,10,Y,Y,(null),39,MALE,WHITE HISPANIC,MANHATTAN
7,20:00:00,February,Saturday,CPW,3,N,N,(null),19,FEMALE,BLACK,MANHATTAN
8,19:58:00,February,Saturday,CPW,3,N,Y,(null),15,FEMALE,BLACK,MANHATTAN
9,13:15:00,February,Tuesday,BURGLARY,20,N,Y,(null),43,MALE,BLACK,MANHATTAN
10,8:16:00,March,Friday,CRIMINAL MISCHIEF,3,Y,Y,(null),33,MALE,BLACK,MANHATTAN
11,18:44:00,March,Thursday,ASSAULT,10,N,Y,(null),31,MALE,BLACK,MANHATTAN
12,22:30:00,March,Thursday,ROBBERY,10,N,Y,(null),47,MALE,WHITE HISPANIC,MANHATTAN
13,4:45:00,March,Friday,CPW,3,N,Y,(null),19,MALE,BLACK,MANHATTAN
14,18:30:00,April,Sunday,CRIMINAL MISCHIEF,10,N,N,(null),18,MALE,WHITE,MANHATTAN
15,0:00:00,April,Sunday,CRIMINAL MISCHIEF,10,N,N,(null),19,MALE,WHITE,MANHATTAN
16,9:58:00,April,Tuesday,CPW,3,N,Y,(null),47,MALE,WHITE HISPANIC,MANHATTAN
17,11:15:00,March,Friday,GRAND LARCENY,10,Y,Y,(null),32,MALE,WHITE,MANHATTAN
18,13:00:00,April,Thursday,TERRORISM,5,N,N,(null),40,FEMALE,WHITE,MANHATTAN
19,8:00:00,April,Tuesday,MURDER,5,N,Y,(null),45,MALE,BLACK,MANHATTAN
20,14:57:00,May,Saturday,ROBBERY,6,Y,Y,(null),34,MALE,BLACK HISPANIC,MANHATTAN
21,4:15:00,May,Wednesday,GRAND LARCENY,15,N,Y,(null),41,MALE,WHITE HISPANIC,MANHATTAN
22,2:00:00,May,Wednesday,ASSAULT,50,N,N,(null),26,MALE,WHITE,MANHATTAN
23,2:20:00,May,Wednesday,ASSAULT,50,N,N,(null),28,MALE,WHITE,MANHATTAN
24,2:20:00,May,Sunday,ASSAULT,50,N,N,(null),28,MALE,WHITE,MANHATTAN
25,2:20:00,May,Wednesday,ASSAULT,50,N,N,(null),34,MALE,WHITE,MANHATTAN
26,10:20:00,May,Wednesday,CPW,10,N,N,(null),(null),MALE,WHITE,MANHATTAN
27,23:25:00,June,Thursday,ASSAULT,5,N,N,(null),37,MALE,BLACK,MANHATTAN
28,16:12:00,June,Tuesday,PETIT LARCENY,5,Y,Y,(null),33,FEMALE,BLACK,MANHATTAN
29,21:58:00,July,Thursday,CPW,5,N,Y,(null),60,MALE,BLACK,MANHATTAN
30,13:15:00,July,Wednesday,ASSAULT,3,N,N,(null),33,MALE,BLACK,MANHATTAN
31,16:30:00,August,Wednesday,THEFT OF SERVICES,1,N,N,(null),30,MALE,BLACK,MANHATTAN
32,1:30:00,August,Wednesday,ROBBERY,10,N,Y,(null),40,MALE,BLACK,MANHATTAN
33,2:30:00,September,Wednesday,BURGLARY,37,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
34,2:30:00,September,Wednesday,BURGLARY,37,N,N,(null),29,MALE,WHITE HISPANIC,MANHATTAN
35,23:28:00,August,Monday,CPW,36,N,Y,(null),58,MALE,WHITE,MANHATTAN
36,1:25:00,September,Friday,ASSAULT,25,N,N,(null),19,MALE,BLACK,MANHATTAN
37,1:25:00,September,Friday,ASSAULT,25,N,N,(null),20,MALE,BLACK,MANHATTAN
38,1:25:00,September,Friday,ASSAULT,25,N,N,(null),19,FEMALE,WHITE HISPANIC,MANHATTAN
39,20:35:00,September,Friday,ASSAULT,4,N,N,(null),29,MALE,BLACK,MANHATTAN
40,8:25:00,September,Wednesday,OTHER,10,N,N,(null),27,MALE,WHITE,MANHATTAN
41,9:35:00,October,Thursday,MENACING,15,N,Y,(null),54,MALE,BLACK,MANHATTAN
42,13:10:00,October,Wednesday,ROBBERY,5,N,N,(null),18,MALE,BLACK,MANHATTAN
43,13:00:00,October,Friday,PETIT LARCENY,13,Y,Y,(null),26,MALE,WHITE HISPANIC,MANHATTAN
44,14:40:00,October,Friday,ASSAULT,10,N,N,(null),17,MALE,BLACK,MANHATTAN
45,15:45:00,October,Tuesday,TERRORISM,180,N,Y,(null),49,MALE,WHITE,MANHATTAN
46,2:20:00,November,Thursday,PETIT LARCENY,30,N,Y,(null),23,MALE,WHITE HISPANIC,MANHATTAN
47,2:20:00,November,Thursday,PETIT LARCENY,30,N,Y,(null),28,MALE,WHITE HISPANIC,MANHATTAN
48,1:14:00,January,Saturday,ASSAULT,5,N,N,(null),30,MALE,BLACK,MANHATTAN
49,3:00:00,January,Sunday,GRAND LARCENY,10,N,Y,(null),25,MALE,BLACK,MANHATTAN
50,4:42:00,January,Sunday,BURGLARY,12,Y,Y,(null),61,MALE,WHITE HISPANIC,MANHATTAN
51,2:40:00,January,Sunday,MAKING GRAFFITI,12,N,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
52,4:28:00,January,Tuesday,ASSAULT,10,N,N,(null),28,MALE,BLACK,MANHATTAN
53,14:00:00,January,Thursday,ROBBERY,10,N,N,(null),34,MALE,WHITE HISPANIC,MANHATTAN
54,4:22:00,January,Friday,MENACING,10,N,N,(null),48,MALE,ASIAN/PAC.ISL,MANHATTAN
55,17:59:00,January,Monday,CRIMINAL TRESPASS,3,Y,N,(null),32,FEMALE,WHITE HISPANIC,MANHATTAN
56,17:59:00,January,Monday,CRIMINAL TRESPASS,3,Y,N,(null),41,MALE,BLACK,MANHATTAN
57,16:00:00,January,Monday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,N,Y,(null),32,MALE,BLACK HISPANIC,MANHATTAN
58,16:00:00,January,Monday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,N,Y,(null),36,MALE,BLACK,MANHATTAN
59,15:30:00,January,Thursday,PETIT LARCENY,10,N,N,(null),25,FEMALE,BLACK HISPANIC,MANHATTAN
60,19:05:00,February,Friday,ASSAULT,5,N,N,(null),17,MALE,BLACK,MANHATTAN
61,19:05:00,February,Friday,ASSAULT,10,N,Y,(null),22,MALE,BLACK,MANHATTAN
62,9:05:00,February,Monday,CPW,2,N,Y,(null),18,MALE,BLACK,MANHATTAN
63,16:10:00,February,Sunday,GRAND LARCENY,10,N,Y,(null),28,MALE,BLACK,MANHATTAN
64,17:45:00,February,Wednesday,PETIT LARCENY,7,N,N,(null),51,MALE,WHITE,MANHATTAN
65,15:00:00,February,Saturday,PETIT LARCENY,2,N,N,(null),23,MALE,BLACK HISPANIC,MANHATTAN
66,19:45:00,February,Saturday,ROBBERY,20,N,N,(null),19,MALE,WHITE,MANHATTAN
67,5:46:00,February,Saturday,ROBBERY,5,N,N,(null),59,MALE,BLACK,MANHATTAN
68,4:48:00,March,Friday,ROBBERY,10,Y,N,(null),30,MALE,BLACK,MANHATTAN
69,4:48:00,March,Friday,ROBBERY,10,Y,N,(null),29,MALE,BLACK,MANHATTAN
70,21:52:00,March,Friday,ROBBERY,3,Y,Y,(null),43,MALE,BLACK,MANHATTAN
71,17:50:00,March,Tuesday,CRIMINAL TRESPASS,2,Y,Y,(null),36,MALE,WHITE HISPANIC,MANHATTAN
72,17:50:00,March,Tuesday,CRIMINAL TRESPASS,2,Y,Y,(null),23,MALE,WHITE HISPANIC,MANHATTAN
73,17:50:00,March,Tuesday,CRIMINAL TRESPASS,2,Y,Y,(null),55,MALE,WHITE HISPANIC,MANHATTAN
74,1:35:00,March,Saturday,CRIMINAL POSSESSION OF MARIHUANA,3,N,Y,(null),30,MALE,WHITE,MANHATTAN
75,19:50:00,March,Saturday,CRIMINAL TRESPASS,17,Y,Y,(null),27,MALE,BLACK,MANHATTAN
76,19:50:00,March,Saturday,CRIMINAL TRESPASS,17,Y,Y,(null),23,FEMALE,WHITE HISPANIC,MANHATTAN
77,19:50:00,March,Saturday,CRIMINAL TRESPASS,17,Y,Y,(null),22,FEMALE,WHITE HISPANIC,MANHATTAN
78,17:58:00,March,Monday,GRAND LARCENY,11,N,N,(null),18,FEMALE,BLACK,MANHATTAN
79,2:56:00,April,Saturday,CPW,10,N,Y,(null),33,MALE,WHITE,MANHATTAN
80,14:06:00,January,Friday,MENACING,2,N,Y,(null),25,MALE,WHITE HISPANIC,MANHATTAN
81,13:25:00,April,Sunday,CRIMINAL TRESPASS,10,Y,N,(null),29,MALE,ASIAN/PAC.ISL,MANHATTAN
82,22:36:00,May,Tuesday,CPW,5,N,Y,(null),20,MALE,BLACK,MANHATTAN
83,22:22:00,May,Tuesday,CPW,9,N,Y,(null),32,MALE,BLACK,MANHATTAN
84,14:15:00,May,Thursday,CRIMINAL TRESPASS,10,Y,N,(null),29,MALE,ASIAN/PAC.ISL,MANHATTAN
85,13:25:00,May,Tuesday,MENACING,2,N,N,(null),(null),MALE,BLACK,MANHATTAN
86,16:45:00,May,Tuesday,PETIT LARCENY,5,N,N,(null),30,MALE,WHITE,MANHATTAN
87,13:20:00,May,Monday,CRIMINAL TRESPASS,7,Y,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
88,8:56:00,May,Monday,ASSAULT,5,N,N,(null),44,MALE,BLACK,MANHATTAN
89,23:55:00,May,Tuesday,CPW,1,Y,Y,(null),42,MALE,ASIAN/PAC.ISL,MANHATTAN
90,19:30:00,May,Thursday,ASSAULT,5,Y,N,(null),30,MALE,BLACK,MANHATTAN
91,20:45:00,May,Saturday,CRIMINAL TRESPASS,5,Y,Y,(null),26,MALE,BLACK,MANHATTAN
92,20:40:00,May,Tuesday,CPW,2,N,Y,(null),26,MALE,BLACK,MANHATTAN
93,15:30:00,June,Sunday,ASSAULT,4,Y,N,(null),(null),FEMALE,BLACK,MANHATTAN
94,23:06:00,June,Tuesday,CRIMINAL TRESPASS,1,Y,Y,(null),54,MALE,WHITE HISPANIC,MANHATTAN
95,20:54:00,June,Friday,CPW,10,N,Y,(null),38,MALE,WHITE HISPANIC,MANHATTAN
96,6:40:00,June,Monday,CRIMINAL TRESPASS,3,Y,Y,(null),30,MALE,ASIAN/PAC.ISL,MANHATTAN
97,6:35:00,June,Tuesday,CRIMINAL TRESPASS,5,Y,Y,(null),26,MALE,WHITE HISPANIC,MANHATTAN
98,7:00:00,June,Monday,CRIMINAL TRESPASS,5,Y,N,(null),52,MALE,ASIAN/PAC.ISL,MANHATTAN
99,7:50:00,June,Tuesday,CRIMINAL TRESPASS,5,Y,N,(null),22,MALE,BLACK HISPANIC,MANHATTAN
100,9:46:00,June,Tuesday,FORCIBLE TOUCHING,10,N,N,(null),25,MALE,BLACK,MANHATTAN
101,9:05:00,July,Wednesday,CRIMINAL TRESPASS,4,Y,Y,(null),38,MALE,ASIAN/PAC.ISL,MANHATTAN
102,1:21:00,July,Sunday,CRIMINAL TRESPASS,10,Y,N,(null),17,MALE,WHITE HISPANIC,MANHATTAN
103,1:21:00,July,Sunday,CRIMINAL TRESPASS,10,Y,N,(null),16,MALE,BLACK HISPANIC,MANHATTAN
104,6:15:00,July,Sunday,CRIMINAL TRESPASS,9,Y,N,(null),31,MALE,WHITE HISPANIC,MANHATTAN
105,15:30:00,July,Wednesday,PETIT LARCENY,2,N,N,(null),58,MALE,ASIAN/PAC.ISL,MANHATTAN
106,15:44:00,July,Wednesday,PETIT LARCENY,2,N,N,(null),30,MALE,WHITE HISPANIC,MANHATTAN
107,21:10:00,July,Sunday,CRIMINAL TRESPASS,7,Y,N,(null),19,MALE,ASIAN/PAC.ISL,MANHATTAN
108,2:10:00,July,Thursday,CRIMINAL MISCHIEF,10,N,Y,(null),27,MALE,ASIAN/PAC.ISL,MANHATTAN
109,23:42:00,August,Thursday,CRIMINAL TRESPASS,35,Y,N,(null),34,MALE,BLACK HISPANIC,MANHATTAN
110,10:30:00,July,Sunday,CRIMINAL TRESPASS,20,Y,N,(null),54,FEMALE,BLACK HISPANIC,MANHATTAN
111,21:17:00,July,Sunday,CRIMINAL TRESPASS,30,N,N,(null),19,FEMALE,WHITE,MANHATTAN
112,21:17:00,July,Sunday,CRIMINAL TRESPASS,30,N,N,(null),20,MALE,WHITE HISPANIC,MANHATTAN
113,21:17:00,July,Sunday,CRIMINAL TRESPASS,30,N,N,(null),19,FEMALE,BLACK,MANHATTAN
114,21:17:00,July,Sunday,CRIMINAL TRESPASS,30,N,N,(null),19,MALE,WHITE HISPANIC,MANHATTAN
115,21:17:00,July,Sunday,CRIMINAL TRESPASS,30,N,N,(null),19,FEMALE,ASIAN/PAC.ISL,MANHATTAN
116,19:29:00,August,Sunday,ASSAULT,5,N,Y,(null),30,MALE,BLACK,MANHATTAN
117,18:39:00,August,Monday,ASSAULT,5,N,N,(null),21,MALE,WHITE HISPANIC,MANHATTAN
118,6:17:00,August,Tuesday,ASSAULT,10,N,N,(null),54,MALE,BLACK,MANHATTAN
119,15:50:00,August,Saturday,ASSAULT,10,N,N,(null),(null),MALE,BLACK,MANHATTAN
120,18:51:00,August,Thursday,PETIT LARCENY,5,N,Y,(null),18,MALE,BLACK,MANHATTAN
121,3:00:00,August,Tuesday,CRIMINAL POSSESSION OF MARIHUANA,10,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
122,8:48:00,August,Thursday,PETIT LARCENY,5,N,N,(null),49,MALE,WHITE HISPANIC,MANHATTAN
123,11:55:00,August,Wednesday,ROBBERY,1,Y,Y,(null),49,MALE,BLACK,MANHATTAN
124,14:05:00,September,Wednesday,CRIMINAL TRESPASS,5,Y,N,(null),31,MALE,WHITE HISPANIC,MANHATTAN
125,12:00:00,September,Friday,ROBBERY,15,N,N,(null),35,MALE,BLACK,MANHATTAN
126,23:40:00,September,Saturday,CPSP,234,Y,N,(null),20,MALE,BLACK HISPANIC,MANHATTAN
127,9:20:00,September,Monday,PETIT LARCENY,5,Y,Y,(null),38,MALE,WHITE HISPANIC,MANHATTAN
128,20:13:00,September,Monday,PETIT LARCENY,1,N,N,(null),(null),MALE,BLACK,MANHATTAN
129,22:20:00,September,Wednesday,PETIT LARCENY,50,Y,N,(null),27,MALE,WHITE,MANHATTAN
130,22:20:00,September,Wednesday,PETIT LARCENY,10,N,Y,(null),27,MALE,WHITE,MANHATTAN
131,19:25:00,September,Saturday,ASSAULT,7,Y,N,(null),25,MALE,WHITE,MANHATTAN
132,2:33:00,October,Tuesday,MAKING GRAFFITI,10,N,N,(null),21,MALE,WHITE,MANHATTAN
133,2:33:00,October,Tuesday,MAKING GRAFFITI,10,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
134,15:00:00,October,Saturday,PETIT LARCENY,5,N,N,(null),58,MALE,(null),MANHATTAN
135,21:21:00,October,Sunday,CRIMINAL TRESPASS,5,Y,N,(null),39,MALE,BLACK,MANHATTAN
136,0:18:00,October,Monday,CRIMINAL TRESPASS,15,N,N,(null),21,MALE,WHITE HISPANIC,MANHATTAN
137,0:18:00,October,Monday,CRIMINAL TRESPASS,10,N,N,(null),20,MALE,WHITE HISPANIC,MANHATTAN
138,13:03:00,October,Monday,CRIMINAL TRESPASS,6,Y,N,(null),20,FEMALE,WHITE HISPANIC,MANHATTAN
139,20:45:00,November,Wednesday,CRIMINAL TRESPASS,6,Y,N,(null),39,MALE,BLACK,MANHATTAN
140,16:08:00,November,Sunday,ASSAULT,3,N,N,(null),30,MALE,BLACK,MANHATTAN
141,19:30:00,November,Wednesday,PETIT LARCENY,5,N,N,(null),17,MALE,BLACK HISPANIC,MANHATTAN
142,11:18:00,November,Friday,ASSAULT,5,Y,Y,(null),47,MALE,BLACK,MANHATTAN
143,12:30:00,November,Friday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,10,Y,N,(null),19,MALE,BLACK,MANHATTAN
144,17:30:00,November,Monday,CRIMINAL TRESPASS,5,Y,N,(null),22,MALE,WHITE,MANHATTAN
145,20:40:00,November,Tuesday,ROBBERY,3,N,N,(null),25,MALE,BLACK,MANHATTAN
146,20:49:00,November,Tuesday,ROBBERY,1,N,Y,(null),37,MALE,BLACK HISPANIC,MANHATTAN
147,20:10:00,December,Sunday,CRIMINAL TRESPASS,5,Y,N,(null),57,MALE,BLACK,MANHATTAN
148,8:25:00,December,Monday,CRIMINAL TRESPASS,1,Y,Y,(null),44,FEMALE,BLACK HISPANIC,MANHATTAN
149,20:00:00,December,Wednesday,CRIMINAL TRESPASS,10,Y,Y,(null),58,MALE,WHITE HISPANIC,MANHATTAN
150,20:00:00,December,Wednesday,CRIMINAL TRESPASS,10,Y,Y,(null),35,MALE,WHITE,MANHATTAN
151,9:20:00,December,Tuesday,CRIMINAL TRESPASS,4,Y,N,(null),26,MALE,WHITE HISPANIC,MANHATTAN
152,22:35:00,December,Sunday,CRIMINAL TRESPASS,5,Y,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
153,22:35:00,December,Sunday,CRIMINAL TRESPASS,5,Y,Y,(null),51,MALE,WHITE HISPANIC,MANHATTAN
154,21:50:00,December,Wednesday,CRIMINAL TRESPASS,4,Y,N,(null),39,MALE,BLACK,MANHATTAN
155,16:11:00,December,Friday,ROBBERY,51,N,Y,(null),26,MALE,BLACK HISPANIC,MANHATTAN
156,17:00:00,January,Wednesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,Y,(null),31,MALE,BLACK,MANHATTAN
157,17:00:00,January,Wednesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,Y,(null),30,FEMALE,BLACK,MANHATTAN
158,4:57:00,January,Thursday,ASSAULT,5,N,N,(null),32,MALE,BLACK,MANHATTAN
159,13:00:00,January,Wednesday,CPW,10,N,Y,(null),54,MALE,BLACK,MANHATTAN
160,22:26:00,February,Saturday,ASSAULT,10,N,N,(null),29,MALE,BLACK,MANHATTAN
161,17:35:00,February,Tuesday,GRAND LARCENY,3,N,N,(null),24,MALE,BLACK,MANHATTAN
162,21:15:00,March,Saturday,ASSAULT,1,N,Y,(null),30,MALE,WHITE,MANHATTAN
163,2:30:00,March,Monday,PETIT LARCENY,8,N,N,(null),40,MALE,BLACK,MANHATTAN
164,16:30:00,April,Saturday,GRAND LARCENY,5,N,N,(null),38,MALE,BLACK,MANHATTAN
165,10:39:00,April,Tuesday,BURGLARY,5,N,N,(null),28,MALE,WHITE,MANHATTAN
166,4:46:00,April,Friday,BURGLARY,2,N,Y,(null),33,MALE,WHITE,MANHATTAN
167,21:00:00,April,Saturday,ASSAULT,28,Y,N,(null),27,MALE,BLACK,MANHATTAN
168,17:08:00,April,Friday,CPW,10,N,Y,(null),21,MALE,BLACK,MANHATTAN
169,17:08:00,April,Friday,CPW,10,N,Y,(null),19,MALE,BLACK,MANHATTAN
170,16:11:00,April,Thursday,PETIT LARCENY,10,Y,Y,(null),41,MALE,BLACK,MANHATTAN
171,10:15:00,April,Tuesday,ASSAULT,15,N,N,(null),25,MALE,WHITE HISPANIC,MANHATTAN
172,8:55:00,April,Sunday,CPW,3,N,Y,(null),33,MALE,BLACK,MANHATTAN
173,18:00:00,May,Saturday,ROBBERY,5,Y,Y,(null),25,MALE,BLACK,MANHATTAN
174,10:15:00,April,Saturday,PETIT LARCENY,12,N,N,(null),44,MALE,WHITE,MANHATTAN
175,0:01:00,May,Friday,ASSAULT,10,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
176,7:30:00,May,Sunday,OTHER,5,N,N,(null),50,MALE,BLACK,MANHATTAN
177,18:49:00,May,Friday,PETIT LARCENY,10,Y,N,(null),32,FEMALE,WHITE HISPANIC,MANHATTAN
178,18:00:00,June,Tuesday,PETIT LARCENY,7,Y,N,(null),44,MALE,BLACK,MANHATTAN
179,17:42:00,June,Saturday,ROBBERY,1,Y,N,(null),18,MALE,BLACK,MANHATTAN
180,1:40:00,August,Wednesday,ROBBERY,12,Y,Y,(null),51,MALE,BLACK,MANHATTAN
181,2:36:00,August,Tuesday,OTHER,5,N,N,(null),21,MALE,BLACK,MANHATTAN
182,11:55:00,August,Wednesday,OTHER,5,N,N,(null),41,MALE,WHITE,MANHATTAN
183,3:15:00,August,Thursday,GRAND LARCENY,20,Y,N,(null),22,FEMALE,BLACK,MANHATTAN
184,16:18:00,August,Friday,PETIT LARCENY,163,N,N,(null),43,MALE,WHITE,MANHATTAN
185,15:45:00,August,Saturday,GRAND LARCENY,4,Y,N,(null),51,MALE,BLACK,MANHATTAN
186,2:07:00,August,Saturday,ASSAULT,19,Y,N,(null),23,MALE,WHITE,MANHATTAN
187,2:15:00,September,Tuesday,CRIMINAL MISCHIEF,1,Y,N,(null),37,MALE,WHITE,MANHATTAN
188,8:50:00,September,Tuesday,ASSAULT,5,N,N,(null),50,MALE,BLACK,MANHATTAN
189,23:24:00,September,Thursday,PETIT LARCENY,15,N,Y,(null),19,FEMALE,BLACK,MANHATTAN
190,20:05:00,September,Thursday,ASSAULT,45,N,Y,(null),49,MALE,BLACK,MANHATTAN
191,9:26:00,September,Thursday,OTHER,29,N,N,(null),40,MALE,BLACK,MANHATTAN
192,18:25:00,October,Monday,OTHER,1,N,N,(null),22,MALE,BLACK,MANHATTAN
193,22:14:00,August,Wednesday,PETIT LARCENY,5,Y,N,(null),48,MALE,BLACK,MANHATTAN
194,21:05:00,October,Friday,BURGLARY,5,N,N,(null),26,MALE,BLACK,MANHATTAN
195,19:50:00,August,Wednesday,ROBBERY,10,N,N,(null),32,MALE,BLACK,MANHATTAN
196,13:25:00,October,Wednesday,BURGLARY,5,Y,Y,(null),33,MALE,BLACK HISPANIC,MANHATTAN
197,2:00:00,October,Sunday,RAPE,35,N,N,(null),23,MALE,BLACK,MANHATTAN
198,1:50:00,October,Sunday,RAPE,40,N,N,(null),23,MALE,BLACK,MANHATTAN
199,1:20:00,October,Sunday,RAPE,30,N,Y,(null),22,MALE,BLACK,MANHATTAN
200,1:20:00,October,Sunday,RAPE,10,Y,N,(null),24,MALE,BLACK,MANHATTAN
201,2:28:00,October,Thursday,ASSAULT,5,N,N,(null),28,MALE,BLACK,MANHATTAN
202,22:20:00,November,Saturday,GRAND LARCENY,25,N,N,(null),40,FEMALE,BLACK,MANHATTAN
203,16:43:00,November,Saturday,GRAND LARCENY,38,N,N,(null),15,FEMALE,BLACK HISPANIC,MANHATTAN
204,16:43:00,November,Saturday,GRAND LARCENY,38,N,N,(null),11,FEMALE,BLACK HISPANIC,MANHATTAN
205,16:43:00,November,Saturday,GRAND LARCENY,38,N,N,(null),15,FEMALE,BLACK,MANHATTAN
206,21:54:00,November,Thursday,MENACING,7,Y,Y,(null),47,MALE,WHITE,MANHATTAN
207,13:11:00,November,Thursday,PETIT LARCENY,10,N,N,(null),(null),MALE,BLACK,MANHATTAN
208,14:00:00,December,Wednesday,GRAND LARCENY,5,Y,Y,(null),52,MALE,BLACK,MANHATTAN
209,2:35:00,January,Tuesday,ASSAULT,5,Y,Y,(null),26,MALE,BLACK,MANHATTAN
210,18:55:00,January,Saturday,CRIMINAL TRESPASS,8,Y,N,(null),43,FEMALE,WHITE HISPANIC,MANHATTAN
211,12:20:00,January,Thursday,CRIMINAL TRESPASS,5,Y,N,(null),35,MALE,WHITE HISPANIC,MANHATTAN
212,23:00:00,January,Friday,ROBBERY,10,Y,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
213,23:00:00,January,Friday,ROBBERY,5,N,Y,(null),18,MALE,WHITE HISPANIC,MANHATTAN
214,15:30:00,January,Thursday,CPW,5,N,Y,(null),27,MALE,BLACK,MANHATTAN
215,17:35:00,January,Sunday,CRIMINAL TRESPASS,32,Y,N,(null),22,MALE,BLACK,MANHATTAN
216,17:35:00,January,Sunday,CRIMINAL TRESPASS,32,Y,N,(null),27,MALE,BLACK,MANHATTAN
217,17:35:00,January,Sunday,CRIMINAL TRESPASS,32,Y,N,(null),23,FEMALE,BLACK,MANHATTAN
218,18:00:00,January,Wednesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,Y,(null),51,MALE,BLACK HISPANIC,MANHATTAN
219,20:15:00,February,Wednesday,CPW,2,N,Y,(null),30,MALE,BLACK,MANHATTAN
220,17:00:00,February,Saturday,CRIMINAL TRESPASS,1,Y,Y,(null),24,FEMALE,WHITE,MANHATTAN
221,15:10:00,February,Tuesday,GRAND LARCENY,25,N,N,(null),23,MALE,BLACK,MANHATTAN
222,1:25:00,March,Friday,MENACING,10,N,Y,(null),61,MALE,BLACK,MANHATTAN
223,22:35:00,March,Friday,ROBBERY,10,N,Y,(null),36,MALE,BLACK,MANHATTAN
224,23:22:00,March,Tuesday,ASSAULT,12,N,N,(null),31,FEMALE,WHITE HISPANIC,MANHATTAN
225,18:20:00,March,Wednesday,CRIMINAL TRESPASS,5,Y,N,(null),28,MALE,BLACK,MANHATTAN
226,21:50:00,March,Wednesday,MENACING,10,N,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
227,22:40:00,March,Thursday,ROBBERY,5,N,Y,(null),21,MALE,BLACK,MANHATTAN
228,19:12:00,March,Saturday,CPW,2,N,Y,(null),40,MALE,BLACK,MANHATTAN
229,10:15:00,March,Wednesday,BURGLARY,2,Y,Y,(null),34,MALE,WHITE HISPANIC,MANHATTAN
230,9:55:00,March,Wednesday,CRIMINAL TRESPASS,12,Y,Y,(null),28,FEMALE,BLACK HISPANIC,MANHATTAN
231,13:45:00,March,Thursday,ROBBERY,5,N,N,(null),(null),FEMALE,BLACK HISPANIC,MANHATTAN
232,17:40:00,April,Thursday,CRIMINAL TRESPASS,6,Y,N,(null),33,FEMALE,WHITE,MANHATTAN
233,17:59:00,April,Thursday,CPW,18,Y,Y,(null),27,MALE,WHITE HISPANIC,MANHATTAN
234,17:59:00,April,Thursday,CPW,18,Y,Y,(null),24,MALE,WHITE HISPANIC,MANHATTAN
235,21:18:00,April,Thursday,CRIMINAL TRESPASS,15,N,Y,(null),40,MALE,WHITE HISPANIC,MANHATTAN
236,21:22:00,April,Thursday,CRIMINAL TRESPASS,15,Y,Y,(null),53,MALE,BLACK,MANHATTAN
237,21:22:00,April,Thursday,CRIMINAL TRESPASS,15,Y,N,(null),33,FEMALE,WHITE,MANHATTAN
238,21:22:00,April,Thursday,CRIMINAL TRESPASS,15,Y,N,(null),63,MALE,WHITE,MANHATTAN
239,21:22:00,April,Thursday,CRIMINAL TRESPASS,15,Y,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
240,10:05:00,April,Saturday,CRIMINAL TRESPASS,7,Y,N,(null),37,MALE,BLACK,MANHATTAN
241,21:05:00,April,Saturday,ROBBERY,20,N,N,(null),59,MALE,BLACK,MANHATTAN
242,22:40:00,April,Sunday,CRIMINAL TRESPASS,19,Y,N,(null),35,MALE,WHITE,MANHATTAN
243,12:20:00,April,Monday,ROBBERY,25,N,Y,(null),28,MALE,WHITE HISPANIC,MANHATTAN
244,16:00:00,May,Tuesday,CRIMINAL MISCHIEF,15,N,N,(null),40,MALE,WHITE HISPANIC,MANHATTAN
245,10:15:00,May,Wednesday,CRIMINAL TRESPASS,4,Y,N,(null),25,FEMALE,WHITE HISPANIC,MANHATTAN
