STOP_FRISK_ID,STOP_FRISK_TIME,MONTH2,DAY2,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME
5750,20:10:00,August,Wednesday,PETIT LARCENY,10,N,N,(null),16,MALE,WHITE HISPANIC,BROOKLYN
5751,3:47:00,August,Thursday,UNAUTHORIZED USE OF A VEHICLE,10,N,N,(null),28,MALE,WHITE,BROOKLYN
5752,5:45:00,August,Thursday,ASSAULT,1,Y,Y,(null),28,MALE,WHITE,BROOKLYN
5753,19:05:00,August,Friday,GRAND LARCENY,5,N,Y,(null),22,MALE,BLACK,BROOKLYN
5754,16:30:00,August,Sunday,CPW,7,N,Y,(null),56,MALE,BLACK,BROOKLYN
5755,23:05:00,August,Tuesday,ROBBERY,23,N,Y,(null),25,MALE,BLACK,BROOKLYN
5756,2:34:00,August,Thursday,PETIT LARCENY,8,Y,Y,(null),48,MALE,BLACK,BROOKLYN
5757,4:40:00,August,Thursday,BURGLARY,3,Y,Y,(null),23,MALE,WHITE,BROOKLYN
5758,2:34:00,August,Thursday,PETIT LARCENY,8,Y,Y,(null),54,MALE,BLACK HISPANIC,BROOKLYN
5759,20:05:00,August,Thursday,CRIMINAL TRESPASS,3,Y,N,(null),18,FEMALE,WHITE HISPANIC,BROOKLYN
5760,6:07:00,August,Wednesday,BURGLARY,1,N,N,(null),60,MALE,BLACK,BROOKLYN
5761,5:23:00,August,Thursday,PETIT LARCENY,10,N,N,(null),28,FEMALE,WHITE,BROOKLYN
5762,8:23:00,August,Thursday,PETIT LARCENY,15,Y,N,(null),40,MALE,WHITE,BROOKLYN
5763,20:00:00,August,Saturday,ASSAULT,1,N,N,(null),36,MALE,WHITE,BROOKLYN
5764,22:10:00,August,Monday,BURGLARY,10,N,N,(null),35,MALE,WHITE,BROOKLYN
5765,4:05:00,August,Wednesday,PETIT LARCENY,5,Y,N,(null),29,FEMALE,WHITE,BROOKLYN
5766,4:00:00,August,Wednesday,PETIT LARCENY,5,Y,N,(null),32,FEMALE,WHITE,BROOKLYN
5767,22:10:00,August,Monday,BURGLARY,10,N,N,(null),33,MALE,WHITE,BROOKLYN
5768,2:46:00,September,Friday,PETIT LARCENY,9,N,N,(null),32,MALE,BLACK,BROOKLYN
5769,3:15:00,September,Saturday,PETIT LARCENY,15,Y,N,(null),13,MALE,BLACK,BROOKLYN
5770,12:00:00,September,Sunday,MENACING,20,N,Y,(null),27,MALE,WHITE,BROOKLYN
5771,12:53:00,September,Sunday,ASSAULT,15,N,N,(null),(null),MALE,WHITE,BROOKLYN
5772,12:53:00,September,Sunday,ASSAULT,15,N,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5773,12:53:00,September,Sunday,ASSAULT,15,N,N,(null),19,MALE,WHITE,BROOKLYN
5774,21:05:00,September,Sunday,CPW,10,N,Y,(null),57,MALE,WHITE,BROOKLYN
5775,19:30:00,September,Thursday,BURGLARY,3,N,N,(null),57,MALE,BLACK,BROOKLYN
5776,19:30:00,September,Thursday,BURGLARY,3,N,N,(null),70,MALE,WHITE,BROOKLYN
5777,3:47:00,August,Thursday,UNAUTHORIZED USE OF A VEHICLE,10,Y,N,(null),27,MALE,WHITE,BROOKLYN
5778,5:05:00,September,Saturday,PETIT LARCENY,5,N,N,(null),36,MALE,WHITE HISPANIC,BROOKLYN
5779,5:05:00,September,Saturday,PETIT LARCENY,5,N,N,(null),32,FEMALE,WHITE,BROOKLYN
5780,19:52:00,September,Thursday,FORCIBLE TOUCHING,3,Y,N,(null),30,MALE,WHITE HISPANIC,BROOKLYN
5781,21:35:00,September,Friday,BURGLARY,10,N,N,(null),17,MALE,WHITE,BROOKLYN
5782,4:30:00,October,Wednesday,UNAUTHORIZED USE OF A VEHICLE,2,Y,Y,(null),25,MALE,BLACK,BROOKLYN
5783,0:01:00,October,Wednesday,UNAUTHORIZED USE OF A VEHICLE,1,Y,N,(null),40,MALE,BLACK,BROOKLYN
5784,20:30:00,October,Friday,CRIMINAL TRESPASS,10,N,N,(null),30,MALE,BLACK,BROOKLYN
5785,20:30:00,October,Friday,CRIMINAL TRESPASS,10,N,N,(null),30,FEMALE,WHITE,BROOKLYN
5786,14:40:00,October,Monday,BURGLARY,10,Y,Y,(null),48,MALE,BLACK,BROOKLYN
5787,20:17:00,October,Wednesday,CRIMINAL TRESPASS,2,Y,N,(null),32,MALE,BLACK,BROOKLYN
5788,3:15:00,October,Thursday,ASSAULT,60,N,Y,(null),(null),MALE,BLACK,BROOKLYN
5789,3:15:00,October,Thursday,ASSAULT,60,N,Y,(null),22,MALE,BLACK,BROOKLYN
5790,2:57:00,October,Thursday,ASSAULT,60,N,N,(null),28,FEMALE,BLACK,BROOKLYN
5791,3:15:00,October,Thursday,ASSAULT,60,N,Y,(null),23,MALE,BLACK,BROOKLYN
5792,11:43:00,October,Thursday,CPW,5,N,Y,(null),49,MALE,BLACK,BROOKLYN
5793,22:45:00,October,Friday,CRIMINAL TRESPASS,15,Y,Y,(null),25,FEMALE,WHITE HISPANIC,BROOKLYN
5794,19:30:00,October,Tuesday,CRIMINAL MISCHIEF,10,Y,N,(null),15,MALE,BLACK,BROOKLYN
5795,19:30:00,October,Tuesday,CRIMINAL MISCHIEF,10,N,N,(null),15,MALE,BLACK,BROOKLYN
5796,19:30:00,October,Tuesday,CRIMINAL MISCHIEF,10,N,N,(null),15,MALE,BLACK,BROOKLYN
5797,19:30:00,October,Tuesday,CRIMINAL MISCHIEF,10,N,N,(null),17,MALE,BLACK,BROOKLYN
5798,1:51:00,November,Saturday,PETIT LARCENY,15,Y,Y,(null),31,MALE,BLACK,BROOKLYN
5799,15:00:00,November,Wednesday,PETIT LARCENY,5,N,N,(null),13,MALE,BLACK,BROOKLYN
5800,15:00:00,November,Wednesday,PETIT LARCENY,5,N,N,(null),14,MALE,BLACK,BROOKLYN
5801,15:00:00,November,Wednesday,PETIT LARCENY,5,N,N,(null),13,MALE,BLACK,BROOKLYN
5802,15:15:00,November,Saturday,PETIT LARCENY,2,N,N,(null),41,MALE,WHITE,BROOKLYN
5803,12:30:00,November,Sunday,CRIMINAL TRESPASS,8,Y,N,(null),32,MALE,BLACK,BROOKLYN
5804,20:40:00,November,Sunday,OTHER,2,N,Y,(null),(null),MALE,BLACK,BROOKLYN
5805,19:45:00,November,Wednesday,CPW,6,Y,N,(null),18,MALE,WHITE,BROOKLYN
5806,21:59:00,November,Wednesday,ROBBERY,9,N,Y,(null),(null),MALE,BLACK,BROOKLYN
5807,0:18:00,October,Monday,ASSAULT,5,N,N,(null),40,MALE,BLACK,BROOKLYN
5808,0:09:00,November,Thursday,CPW,5,N,Y,(null),29,MALE,BLACK,BROOKLYN
5809,21:30:00,December,Saturday,PETIT LARCENY,5,N,N,(null),39,MALE,WHITE,155070
5810,17:07:00,December,Sunday,RECKLESS ENDANGERMENT,10,Y,N,(null),20,MALE,WHITE,(null)
5811,22:30:00,December,Sunday,CRIMINAL POSSESSION OF MARIHUANA,7,Y,Y,(null),21,MALE,(null),BROOKLYN
5812,22:30:00,December,Sunday,CRIMINAL POSSESSION OF MARIHUANA,7,N,Y,(null),20,FEMALE,BLACK,BROOKLYN
5813,22:30:00,December,Sunday,CRIMINAL POSSESSION OF MARIHUANA,7,N,Y,(null),19,MALE,BLACK,BROOKLYN
5814,22:30:00,December,Sunday,CRIMINAL POSSESSION OF MARIHUANA,7,N,Y,(null),20,MALE,WHITE HISPANIC,BROOKLYN
5815,14:47:00,December,Wednesday,CRIMINAL TRESPASS,5,Y,N,(null),32,MALE,BLACK,BROOKLYN
5816,14:18:00,December,Thursday,GRAND LARCENY,28,Y,N,(null),17,MALE,BLACK,BROOKLYN
5817,15:41:00,December,Friday,UNAUTHORIZED USE OF A VEHICLE,33,N,N,(null),30,FEMALE,WHITE,BROOKLYN
5818,15:41:00,December,Friday,PETIT LARCENY,33,Y,N,(null),29,FEMALE,WHITE,BROOKLYN
5819,15:54:00,December,Tuesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,4,Y,N,(null),27,MALE,WHITE,BROOKLYN
5820,9:45:00,December,Thursday,BURGLARY,5,N,Y,(null),30,MALE,WHITE,BROOKLYN
5821,11:40:00,January,Tuesday,GRAND LARCENY AUTO,5,N,Y,(null),30,MALE,WHITE,BROOKLYN
5822,19:30:00,February,Monday,GRAND LARCENY,5,N,N,(null),51,MALE,(null),BROOKLYN
5823,0:13:00,January,Tuesday,OTHER,5,N,Y,(null),30,MALE,(null),BROOKLYN
5824,11:35:00,February,Tuesday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,Y,Y,(null),32,MALE,WHITE,BROOKLYN
5825,0:14:00,January,Friday,ROBBERY,15,Y,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5826,0:14:00,January,Friday,ROBBERY,15,Y,N,(null),18,MALE,BLACK,BROOKLYN
5827,0:14:00,January,Friday,ROBBERY,15,Y,N,(null),21,MALE,WHITE HISPANIC,BROOKLYN
5828,11:05:00,February,Friday,ROBBERY,3,Y,Y,(null),24,MALE,WHITE HISPANIC,BROOKLYN
5829,12:25:00,February,Tuesday,BURGLARY,5,N,N,(null),31,MALE,BLACK,BROOKLYN
5830,15:30:00,March,Wednesday,BURGLARY,4,N,Y,(null),39,MALE,WHITE HISPANIC,BROOKLYN
5831,0:09:00,February,Friday,GRAND LARCENY AUTO,40,N,N,(null),46,MALE,WHITE HISPANIC,BROOKLYN
5832,19:00:00,February,Wednesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,Y,N,(null),20,MALE,ASIAN/PAC.ISL,BROOKLYN
5833,11:45:00,March,Thursday,UNAUTHORIZED USE OF A VEHICLE,9,N,N,(null),30,MALE,WHITE,BROOKLYN
5834,11:48:00,March,Thursday,UNAUTHORIZED USE OF A VEHICLE,3,N,N,(null),17,MALE,WHITE,BROOKLYN
5835,16:20:00,March,Thursday,ASSAULT,5,N,N,(null),18,MALE,WHITE,BROOKLYN
5836,20:00:00,March,Friday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,1,Y,N,(null),42,MALE,WHITE HISPANIC,BROOKLYN
5837,19:40:00,March,Saturday,GRAND LARCENY,15,N,N,(null),40,MALE,BLACK,BROOKLYN
5838,18:00:00,March,Monday,ROBBERY,6,N,N,(null),14,MALE,BLACK,BROOKLYN
5839,18:00:00,March,Monday,ROBBERY,6,N,N,(null),15,MALE,BLACK,BROOKLYN
5840,18:00:00,March,Monday,ROBBERY,6,N,N,(null),14,MALE,BLACK,BROOKLYN
5841,18:00:00,March,Monday,ROBBERY,6,Y,Y,(null),13,MALE,BLACK,BROOKLYN
5842,18:00:00,March,Monday,ROBBERY,6,N,N,(null),14,FEMALE,BLACK,BROOKLYN
5843,16:40:00,March,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,2,N,Y,(null),(null),MALE,WHITE,BROOKLYN
5844,18:03:00,March,Friday,ROBBERY,5,N,Y,(null),23,MALE,BLACK HISPANIC,BROOKLYN
5845,16:20:00,March,Wednesday,ASSAULT,5,N,N,(null),24,FEMALE,WHITE,BROOKLYN
5846,22:10:00,March,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,N,Y,(null),23,MALE,WHITE,BROOKLYN
5847,22:10:00,March,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,N,Y,(null),28,MALE,WHITE,BROOKLYN
5848,2:50:00,March,Wednesday,GRAND LARCENY AUTO,5,Y,N,(null),23,MALE,WHITE HISPANIC,BROOKLYN
5849,2:50:00,March,Tuesday,GRAND LARCENY AUTO,5,Y,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5850,17:25:00,April,Monday,CRIMINAL POSSESSION OF MARIHUANA,25,N,Y,(null),37,MALE,BLACK,BROOKLYN
5851,14:15:00,April,Wednesday,ROBBERY,10,N,Y,(null),15,MALE,BLACK,BROOKLYN
5852,15:15:00,April,Wednesday,ROBBERY,10,N,Y,(null),17,MALE,BLACK,BROOKLYN
5853,19:48:00,April,Friday,GRAND LARCENY,3,N,Y,(null),40,MALE,WHITE,BROOKLYN
5854,2:11:00,April,Saturday,UNAUTHORIZED USE OF A VEHICLE,17,Y,Y,(null),33,MALE,WHITE,BROOKLYN
5855,14:29:00,April,Monday,PETIT LARCENY,10,Y,N,(null),31,FEMALE,WHITE,BROOKLYN
5856,17:31:00,April,Thursday,ROBBERY,2,N,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5857,17:30:00,April,Thursday,ROBBERY,2,N,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5858,17:30:00,April,Thursday,ROBBERY,2,N,N,(null),16,MALE,WHITE HISPANIC,BROOKLYN
5859,14:15:00,April,Wednesday,GRAND LARCENY AUTO,10,N,Y,(null),40,MALE,WHITE,BROOKLYN
5860,19:15:00,April,Wednesday,OTHER,5,Y,Y,(null),31,FEMALE,WHITE,BROOKLYN
5861,17:31:00,April,Thursday,ROBBERY,2,N,N,(null),17,MALE,WHITE HISPANIC,BROOKLYN
5862,21:45:00,April,Saturday,UNAUTHORIZED USE OF A VEHICLE,8,Y,N,(null),22,MALE,BLACK,BROOKLYN
5863,19:39:00,May,Friday,ROBBERY,10,N,N,(null),19,MALE,(null),BROOKLYN
5864,19:39:00,May,Friday,ROBBERY,10,N,N,(null),25,MALE,(null),BROOKLYN
5865,0:44:00,May,Saturday,CRIMINAL MISCHIEF,10,N,N,(null),26,MALE,WHITE,BROOKLYN
5866,10:19:00,May,Saturday,PETIT LARCENY,9,Y,Y,(null),40,MALE,WHITE,BROOKLYN
5867,16:34:00,May,Monday,FORCIBLE TOUCHING,15,N,N,(null),42,MALE,WHITE,BROOKLYN
5868,1:30:00,May,Sunday,RAPE,5,N,N,(null),29,MALE,WHITE HISPANIC,BROOKLYN
5869,14:40:00,May,Sunday,CRIMINAL TRESPASS,5,N,N,(null),59,MALE,(null),BROOKLYN
5870,20:08:00,May,Tuesday,CPW,1,Y,Y,(null),26,MALE,WHITE,BROOKLYN
5871,8:14:00,May,Friday,BURGLARY,16,N,N,(null),15,MALE,(null),BROOKLYN
5872,8:14:00,May,Friday,BURGLARY,16,N,N,(null),16,MALE,WHITE HISPANIC,BROOKLYN
5873,13:41:00,June,Saturday,GRAND LARCENY AUTO,20,Y,N,(null),18,MALE,BLACK,BROOKLYN
5874,13:41:00,June,Saturday,GRAND LARCENY AUTO,20,Y,N,(null),17,MALE,BLACK,BROOKLYN
5875,20:23:00,June,Saturday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,N,(null),43,MALE,WHITE,BROOKLYN
5876,20:23:00,June,Saturday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,N,(null),40,MALE,WHITE,BROOKLYN
5877,21:00:00,June,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,Y,N,(null),41,MALE,WHITE,BROOKLYN
5878,21:00:00,June,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,Y,N,(null),31,MALE,WHITE,BROOKLYN
5879,23:40:00,June,Tuesday,ROBBERY,234,Y,Y,(null),23,MALE,WHITE,BROOKLYN
5880,23:40:00,June,Tuesday,ROBBERY,234,Y,Y,(null),26,MALE,WHITE,BROOKLYN
5881,23:40:00,June,Tuesday,ROBBERY,234,Y,Y,(null),22,MALE,WHITE,BROOKLYN
5882,22:00:00,June,Friday,CRIMINAL TRESPASS,7,Y,N,(null),20,MALE,WHITE HISPANIC,BROOKLYN
5883,21:48:00,June,Monday,CPW,15,N,Y,(null),19,MALE,(null),BROOKLYN
5884,5:09:00,June,Thursday,ROBBERY,0,Y,Y,(null),24,MALE,BLACK,BROOKLYN
5885,11:51:00,June,Saturday,BURGLARY,6,N,Y,(null),24,MALE,BLACK,BROOKLYN
5886,17:15:00,June,Tuesday,OTHER,172,N,Y,(null),27,MALE,WHITE,BROOKLYN
5887,17:37:00,June,Friday,CPW,10,N,Y,(null),56,MALE,BLACK,BROOKLYN
5888,22:38:00,July,Tuesday,ASSAULT,5,N,N,(null),40,MALE,WHITE HISPANIC,BROOKLYN
5889,10:55:00,July,Monday,ROBBERY,3,N,N,(null),54,(null),WHITE,BROOKLYN
5890,5:44:00,July,Wednesday,UNAUTHORIZED USE OF A VEHICLE,1,N,N,(null),28,MALE,BLACK,BROOKLYN
5891,5:44:00,July,Wednesday,UNAUTHORIZED USE OF A VEHICLE,1,N,N,(null),(null),MALE,BLACK HISPANIC,BROOKLYN
5892,5:44:00,July,Wednesday,UNAUTHORIZED USE OF A VEHICLE,1,Y,Y,(null),19,MALE,WHITE HISPANIC,BROOKLYN
5893,3:10:00,July,Sunday,FORCIBLE TOUCHING,4,N,N,(null),21,MALE,WHITE HISPANIC,BROOKLYN
5894,3:10:00,July,Sunday,FORCIBLE TOUCHING,4,N,N,(null),22,MALE,WHITE HISPANIC,BROOKLYN
5895,3:04:00,July,Tuesday,GRAND LARCENY,40,Y,Y,(null),26,MALE,WHITE,BROOKLYN
5896,2:02:00,July,Sunday,RECKLESS ENDANGERMENT,3,N,Y,(null),32,MALE,WHITE HISPANIC,BROOKLYN
5897,23:10:00,August,Friday,ASSAULT,10,N,N,(null),24,MALE,BLACK HISPANIC,BROOKLYN
5898,1:10:00,August,Saturday,ASSAULT,5,Y,Y,(null),19,MALE,WHITE,BROOKLYN
5899,16:35:00,August,Sunday,PETIT LARCENY,5,Y,Y,(null),26,MALE,(null),BROOKLYN
5900,2:38:00,August,Sunday,ASSAULT,9,Y,N,(null),31,MALE,WHITE HISPANIC,BROOKLYN
5901,14:00:00,September,Thursday,GRAND LARCENY,3,Y,N,(null),29,FEMALE,WHITE,BROOKLYN
5902,20:01:00,September,Sunday,BURGLARY,3,N,Y,(null),22,MALE,WHITE,BROOKLYN
5903,20:01:00,September,Sunday,BURGLARY,3,N,N,(null),22,MALE,WHITE,BROOKLYN
5904,18:05:00,September,Friday,ROBBERY,6,N,Y,(null),38,MALE,WHITE HISPANIC,BROOKLYN
5905,5:12:00,October,Saturday,PETIT LARCENY,5,Y,Y,(null),48,MALE,WHITE,BROOKLYN
5906,1:15:00,October,Thursday,GRAND LARCENY AUTO,15,Y,Y,(null),27,MALE,BLACK,BROOKLYN
5907,13:56:00,October,Friday,ROBBERY,5,N,Y,(null),23,FEMALE,WHITE,BROOKLYN
5908,13:56:00,October,Friday,ROBBERY,5,N,Y,(null),24,MALE,WHITE,BROOKLYN
5909,12:34:00,November,Wednesday,PETIT LARCENY,5,N,Y,(null),17,MALE,BLACK,BROOKLYN
5910,21:55:00,October,Tuesday,ASSAULT,8,Y,Y,(null),19,MALE,BLACK,BROOKLYN
5911,21:55:00,October,Tuesday,ASSAULT,8,Y,Y,(null),19,MALE,BLACK,BROOKLYN
5912,21:55:00,October,Tuesday,ASSAULT,8,Y,Y,(null),16,MALE,BLACK,BROOKLYN
5913,21:55:00,October,Tuesday,ASSAULT,8,Y,Y,(null),17,MALE,BLACK,BROOKLYN
5914,21:55:00,October,Tuesday,ASSAULT,8,Y,Y,(null),18,MALE,BLACK,BROOKLYN
5915,12:25:00,November,Sunday,GRAND LARCENY AUTO,60,N,N,(null),41,MALE,BLACK,BROOKLYN
5916,3:35:00,November,Saturday,UNAUTHORIZED USE OF A VEHICLE,7,Y,N,(null),33,MALE,WHITE,BROOKLYN
5917,3:35:00,November,Saturday,UNAUTHORIZED USE OF A VEHICLE,7,N,Y,(null),30,MALE,WHITE,BROOKLYN
5918,19:20:00,November,Saturday,RAPE,10,Y,N,(null),31,MALE,WHITE,BROOKLYN
5919,0:17:00,November,Monday,UNAUTHORIZED USE OF A VEHICLE,18,Y,N,(null),20,FEMALE,WHITE,BROOKLYN
5920,0:17:00,November,Monday,UNAUTHORIZED USE OF A VEHICLE,18,N,N,(null),22,MALE,WHITE,BROOKLYN
5921,13:10:00,November,Monday,UNAUTHORIZED USE OF A VEHICLE,5,Y,Y,(null),58,MALE,WHITE,BROOKLYN
5922,12:50:00,November,Thursday,OTHER,5,N,N,(null),58,MALE,BLACK,BROOKLYN
5923,2:35:00,December,Sunday,GRAND LARCENY,4,Y,N,(null),24,MALE,BLACK HISPANIC,BROOKLYN
5924,6:25:00,December,Sunday,ROBBERY,9,Y,Y,(null),16,MALE,WHITE HISPANIC,BROOKLYN
5925,6:25:00,December,Sunday,ROBBERY,9,N,Y,(null),16,MALE,WHITE HISPANIC,BROOKLYN
5926,18:21:00,December,Wednesday,CPW,15,N,Y,(null),50,MALE,WHITE,BROOKLYN
5927,21:31:00,December,Wednesday,PETIT LARCENY,9,Y,N,(null),51,MALE,BLACK,BROOKLYN
5928,11:42:00,January,Wednesday,OTHER,3,N,N,(null),26,MALE,BLACK,BROOKLYN
5929,23:05:00,January,Thursday,GRAND LARCENY AUTO,10,N,Y,(null),16,MALE,BLACK,BROOKLYN
5930,23:05:00,January,Thursday,GRAND LARCENY AUTO,10,N,Y,(null),16,MALE,BLACK,BROOKLYN
5931,15:30:00,January,Thursday,CRIMINAL TRESPASS,3,Y,N,(null),50,MALE,WHITE HISPANIC,BROOKLYN
5932,23:00:00,January,Friday,ROBBERY,0,N,Y,(null),16,MALE,BLACK,BROOKLYN
5933,23:00:00,January,Friday,ROBBERY,0,N,Y,(null),18,MALE,BLACK,BROOKLYN
5934,22:53:00,January,Friday,ROBBERY,11,Y,Y,(null),19,MALE,BLACK,BROOKLYN
5935,22:53:00,January,Friday,ROBBERY,11,Y,Y,(null),21,MALE,BLACK,BROOKLYN
5936,23:48:00,February,Thursday,CPW,20,N,Y,(null),18,MALE,BLACK,BROOKLYN
5937,23:48:00,February,Thursday,CPW,20,N,Y,(null),16,MALE,BLACK,BROOKLYN
5938,23:48:00,February,Thursday,CPW,20,N,Y,(null),22,MALE,BLACK,BROOKLYN
5939,23:48:00,February,Thursday,CPW,20,N,Y,(null),19,MALE,BLACK,BROOKLYN
5940,1:05:00,February,Tuesday,BURGLARY,25,N,N,(null),44,MALE,BLACK,BROOKLYN
5941,23:50:00,February,Sunday,BURGLARY,20,N,N,(null),17,MALE,WHITE,BROOKLYN
5942,2:10:00,February,Friday,CPW,10,N,Y,(null),19,MALE,BLACK,BROOKLYN
5943,20:50:00,February,Thursday,CPW,10,N,Y,(null),21,MALE,BLACK,BROOKLYN
5944,18:24:00,February,Saturday,ROBBERY,12,Y,Y,(null),45,MALE,WHITE,BROOKLYN
5945,11:41:00,February,Monday,ROBBERY,9,N,Y,(null),34,MALE,BLACK,BROOKLYN
5946,2:08:00,February,Friday,CPW,8,N,Y,(null),17,MALE,BLACK,BROOKLYN
5947,13:06:00,March,Thursday,CPW,10,N,Y,(null),34,MALE,BLACK,BROOKLYN
5948,2:10:00,February,Friday,CPW,10,N,Y,(null),19,MALE,BLACK,BROOKLYN
5949,2:10:00,February,Friday,CPW,10,N,Y,(null),14,FEMALE,BLACK,BROOKLYN
5950,2:10:00,February,Friday,CPW,10,N,Y,(null),17,MALE,BLACK,BROOKLYN
5951,2:10:00,February,Friday,CPW,10,N,Y,(null),19,MALE,BLACK,BROOKLYN
5952,2:10:00,February,Friday,CPW,5,N,N,(null),27,FEMALE,(null),BROOKLYN
5953,2:10:00,February,Friday,CPW,5,N,N,(null),19,MALE,(null),BROOKLYN
5954,2:10:00,February,Friday,CPW,5,N,Y,(null),18,MALE,BLACK,BROOKLYN
5955,2:10:00,February,Friday,CPW,5,N,Y,(null),22,MALE,BLACK,BROOKLYN
5956,2:11:00,February,Thursday,PETIT LARCENY,5,Y,Y,(null),32,MALE,WHITE,BROOKLYN
5957,9:43:00,March,Saturday,ROBBERY,3,N,Y,(null),25,MALE,BLACK,BROOKLYN
5958,11:15:00,March,Thursday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,N,N,(null),(null),MALE,BLACK,BROOKLYN
5959,11:15:00,March,Thursday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,N,N,(null),20,MALE,BLACK,BROOKLYN
5960,11:15:00,March,Thursday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,N,N,(null),18,MALE,BLACK,BROOKLYN
5961,16:14:00,March,Monday,ASSAULT,10,N,N,(null),38,MALE,BLACK,BROOKLYN
5962,16:14:00,March,Monday,ASSAULT,5,N,N,(null),28,MALE,BLACK,BROOKLYN
5963,16:14:00,March,Monday,ASSAULT,5,N,N,(null),32,MALE,BLACK,BROOKLYN
5964,0:30:00,March,Saturday,CRIMINAL TRESPASS,30,N,N,(null),23,MALE,BLACK,BROOKLYN
5965,0:30:00,March,Saturday,CRIMINAL TRESPASS,30,N,N,(null),24,MALE,BLACK,BROOKLYN
5966,0:30:00,March,Saturday,CRIMINAL TRESPASS,3,N,N,(null),25,MALE,BLACK,BROOKLYN
5967,0:30:00,March,Saturday,CRIMINAL TRESPASS,54,Y,N,(null),31,MALE,BLACK,BROOKLYN
5968,8:00:00,January,Tuesday,CPSP,40,N,Y,(null),36,MALE,WHITE,BROOKLYN
5969,17:00:00,March,Friday,ROBBERY,5,N,Y,(null),19,MALE,BLACK,BROOKLYN
5970,17:00:00,March,Friday,ROBBERY,5,N,Y,(null),19,MALE,BLACK,BROOKLYN
5971,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),20,MALE,BLACK,BROOKLYN
5972,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),23,MALE,BLACK,BROOKLYN
5973,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),21,MALE,BLACK,BROOKLYN
5974,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),22,MALE,BLACK,BROOKLYN
5975,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),20,MALE,BLACK,BROOKLYN
5976,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),21,MALE,BLACK,BROOKLYN
5977,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),21,MALE,BLACK,BROOKLYN
5978,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),20,MALE,BLACK,BROOKLYN
5979,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),20,MALE,BLACK,BROOKLYN
5980,0:05:00,March,Saturday,ASSAULT,5,N,N,(null),21,MALE,BLACK,BROOKLYN
5981,22:41:00,March,Friday,CPW,10,N,Y,(null),15,MALE,BLACK,BROOKLYN
5982,22:45:00,March,Friday,CPW,10,N,Y,(null),17,MALE,BLACK,BROOKLYN
5983,22:45:00,March,Friday,CPW,10,N,Y,(null),17,MALE,BLACK,BROOKLYN
5984,22:45:00,March,Friday,CPW,10,N,Y,(null),16,MALE,BLACK,BROOKLYN
5985,22:45:00,March,Friday,CPW,10,N,N,(null),17,FEMALE,BLACK,BROOKLYN
5986,22:45:00,March,Friday,CPW,10,N,N,(null),16,FEMALE,BLACK,BROOKLYN
5987,4:38:00,March,Monday,CRIMINAL POSSESSION OF FORGED INSTRUMENT,10,N,N,(null),25,MALE,BLACK,BROOKLYN
5988,1:47:00,March,Wednesday,BURGLARY,15,N,N,(null),(null),MALE,BLACK,BROOKLYN
5989,13:12:00,April,Friday,PETIT LARCENY,5,N,N,(null),15,MALE,BLACK,BROOKLYN
5990,13:12:00,April,Friday,PETIT LARCENY,5,N,N,(null),15,MALE,BLACK,BROOKLYN
5991,4:56:00,April,Sunday,BURGLARY,1,Y,Y,(null),25,MALE,BLACK,BROOKLYN
5992,4:56:00,April,Sunday,BURGLARY,4,Y,Y,(null),26,MALE,BLACK,BROOKLYN
